Comment,Like,Dislike
Warch at lease one of Professor John Mearsheimer's lectures,0,0
"Peace is good for business.
War is good for business.",0,0
"Putin's quick movement in military operations to Ukraine made the US miss and the US and friends' evil plans to Russia were dispersed. Now the President of Ukraine is crying and begging to the US and NATO, but is simply ignored. The impact of the Ukrainian President's belief that the US and NATO will help, the country and its people are victims. The situation is unfavorable, but still stubborn and has no strategy to secure the Ukrainian State and People. President of Ukraine A failed leader, for the sake of his ambition sacrificed everything. Just try to be neutral according to Russia's request, the people will not be victims.",0,0
Putin is the new Hitler,1,0
"I pray for Ukraine but I WON'T't condemn Russia. Everyone yelling about peace, Evil Putin, sanction, etc, just take a step back and think about if you have done the same thing when US and its allies did the same if not worse thing to other countries. If you haven't and yet you label youself as a anti-war fighter, you are not anti-war at all, you are anti something else.",0,0
You know what's interesting about this whole thing is that that you're beginning to learn that there's other ways besides bullets and bombs to solve things. You can't force people to trade with you or work with you you you have to earn their respect.   And when you have to invade somebody to enforce your ways They don't really believe in them.  You basically have to hold a gun to their head to make them believe you and that's a pretty bad leader.,4,0
"Appreciate the work. Make videos on war's history of Syria, Iraq, Afghanistan and Palestine too.",20,0
This isn our war it is the war of putin we dont want to fight with my brother,0,0
"Don't forget Iran, Iraq, Libya, Serbia, Panama, Venezuela, Vietnam",6,0
One of the most lame videos by Vox. No additional information and history. Just plain and simple script,0,0
"Proper translation: For years we have waited for America to become weak, to weak to stand. America is no longer something to fear but something to laugh at.",3,0
"Putin a born liar - KGB trained liar- Liar to all Russian citizens and the world. Mentally ill !

                              WAKE UP RUSSIAN CITIZENS !!!!!",1,0
F*** Joe Biden. Putin was terrified of Trump. Thousands dead but at least no more mean tweets smh,2,0
"As a Neutral, USA is equally responsible as Russia for this war in Ukraine.
This Video is made in such a way that it favors the west.",4,0
"Why didn't fox news make such video when Iraq, Libya, Syria, Afghanistan & Palestine was massacred by US & NATO.???",3,0
"You not explain anything, we need you to explain why??? Why there's a war..",0,0
"Explain how
Much money you’ve extorted from your country and your people, for your personal wealth.Special operations will be the least of your worries when they find out. Because, just as Trump, you have crapped on people to get where you are. And when the tide turns, you will also be seen for who you are. Time is closing in on you.People are starting to see all of you politicians, governments, etc. for your treatments",0,0
Thank you,0,0
Stay safe yall trust no one everyone has a bad side even me,0,0
Excellent.. explained perfectly,0,0
vox sound like a vaccine. more lies.,0,0
IT IS AWFUL 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0,0
Zelensky is right,1,0
Russia redraws Europe’s maps=bad. US redraws the worlds map = good.,1,0
"MINSK AGREEMENT 
LIES LIES AND MORE LIES 
AMERICA AND NATO BROKE THIS CONTRACT",1,0
URAAA,0,0
Why not the Ukraine government declares he will not join NATO? Will Russia stop if Ukraine did that?,0,0
Invade Alaska than Poland is better,0,0
Like poland don't,0,0
"Don't invade more than Ukrainian, Moldova, Estonia, Lithuania etc.",0,0
"If Ukrainians fight against oppression they are heroes, if Palestinians fight against oppression they are terrorists.",0,0
Taiwan is also a sovereign country.,0,0
Wanna be Hitler. What an evil soul if there is one in it,1,0
nothing to explain hes just a DICTATOR,1,0
Chosen by the Creator to show this generation that he has always been here and to show the humanity that LOVE Conquers all with the Jews! The people of the LORD!,0,0
Well explained,0,0
A very one dimensional explainer,1,0
England MFS looted whole world n Us aswell,0,0
"I agree it's an invasion, but certainly not full scale. we all know how did the US bombed the innocent civilians of Korea, Vietnam, Iraq, Iran, Serbia, Libya, Syria. But so far Russia haven't bombed any civilians. If you call the Russia's invasion ""full scale"", I don't know what words I should use for the terrific US' invasions.",4,0
The president of ukrain shut down all tv stations that criticized him he jailed the man who came in 2nd place in the election and imprisoned all opposition party leaders..... great guy,5,0
Пропаганда она и в Австралии пропаганда....,1,0
"Where's a counter attack , those not allying with his allies. It's turning into the so called given up stage for those ways. USA, Mississippi ocean is gonna hit hard , and the region they war now will be troubled I'm certain. Nothing fueled this but Trump's call of reversing a so called treaty he was not part of. That's the truth before his mouth ran him ...
Putin's placement ?? From what region bosses? This even seems to hold genocidal truth that is not spoke of. From seemingly a few sides so you think soviets are the response of revenge? You do ...they want to.",0,0
"Meh...this is the ""mainstream"" info.",0,0
This cat is proving him self to be a disciple of joesph stalin turning the calendar back 68 years.,0,0
Suoport Putin,0,0
You haven't mentioned that Russia invaded Ukraine to protect the Russians of Ukraine though..but anyway you see it this war is unfair,0,0
This comment has no sense. Neither has Putin's actions.,1,0
This is a dream-come-true for the Military Industrial Complex.,2,0
PUTIN IS THE NEW HITLER AND HE WON'T STOP WITH JUST UKRAINE ..... HE MUST BE STOP . ASAP,3,0
I hate that I’m about to watch a video of real life situations and an add about 15$ insurance comes up .,1,0
Such a loose explanation 🤖,0,0
"Thank you, Vox.  This explains a lot.",0,0
"All I want to say is.. Russia just wants to be the way they were, but after the US/EU lobbying the countries like Poland, and they joined NATO, you can guess Russia wasnt happy about it...

All I want to say it, please don't think NATO as an agreement of peace, if you think of it as an invasion slowly, you can understand why Putin act this way. One way to look at it is back in the time of the Cuban Missile Crisis, except this time, is Ukraine and Russia, to the Russian, Ukrain joining NATO is like the Cuban Missile Crisis for them.

please, stop thinking Russia is evil, be neutral, and you will see the war is a must, unless Ukraine give up joining NATO. NATO is nothing but another Military alliance that invades other countries.",9,0
Putin ... You are bulusite.,1,0
Putin without his corrupt cohorts is just an insecure bully.,0,0
"If USA does it, it's special military operation.
If other countries do it, it's war.",3,0
Thinking vox is a good source of information is like saying Joe Biden is actually good at being president 🤣,6,0
"I wonder if Google's guide lines apply to PUTIN murdering all the Ukrainians...
He must no longer exist on this planet...",1,0
how the f**k can you skip between 1994 and 2013,0,0
"Do you know ? That's how Palestine feels, even more cruel and inhumane",0,0
Good to have much more details and the in-depth of the conflict they had for centuries . I did know that one time Ukraine was once part of Russia and when it was known as USSR . One of my members from my church is a missionary . She mentioned to one of the members even though she had the faith but admitted being rather scared for Ukrainians are but a peaceful country even though they did had problems time to time but they were going on their normal lives right before they invaded Ukraine .,35,0
There are no winners in war :( do they not realize that?,1,0
A second class Voldemort...,0,0
"Minimum replacement birth rate: 2.1
EU birth rate: 1.53
Canada birth rate: 1.47
USA birth rate: 1.70
Russia birth rate: 1.50
Australia birth rate: 1.66
Israel birth rate: 3.00",0,0
"Kieth Woods: ""russian"" oligarchs

Great russian famine, Holodomor, Famine in Khazakhstan, Lazar Kaganovich, Genrikh Yagoda, Aron Solts, Filipp Goloshchyokin, Yakov Rappoport, Lazar Kogan, Matvei Berman, Naftaly Frenkel.",0,0
"Let me correct his statement:  Ukraine is where Russia started, Kyivskaya Rus / Киевская Русь has an exact location of where it started...in Kyiv...
Moscow didn't exist for decades, and at first was a small village, not a megapolis
It was a small city, smaller than Kyiv, that was the heart of Rus / Русь, where  Kings and Queens ruled.
Based on that knowledge and thinking...does it mean Ukraine owns all of Russia?
No.
We are watching evil at play, and Putin is the devil",0,0
History is repeating itself,0,0
"Putins goal, Europe map circa 1939. Look one up....",1,0
Ponele sub,0,0
"SEMOGA NUKLIR RUSIA KESASAR KENA ISRAEL.. Aamiin.. 
Merdeka RUSIA",0,0
This is a messy explanation. It does not clearly explaing the difference between Soviet Union and independent countries who were left by West to Stalin,0,0
Russia and Ukraine had same language? They are Russians not Ukrainian.,0,0
Why the war have to be that hard for people,1,0
Slava Ukraini!,0,0
"It feels so weird to be living while a new war just breaks through.
They used to be those things we study in history classes, far away from us.",40,0
"Careful not to *Choke*, on your aspirations Putin...",2,0
More lies to sell a war wanted by the United States.,4,0
"Why u didnt put borders of KOSOVA in the map it is so disscusting,you want russia to invade Kosova too ? 
Our state is known from like 145+ countries worldwide. 
We are so ofended.",0,0
The timeline is all over the place.,1,0
what i know what i see USA start that  war like every war after WR2  worst country in this  world they killing ppl and  say we  give u freedom hahahah,0,0
4:55 Wasnt Crimea Annexed by referendum and not by invasion?,1,0
Wait what the village I live in is next to Kyiv :( but but but I have to many family there :( I HATE PUTIN! :’(,1,0
"When the people of Ukraine pressed to join the EU and NATO, but there voices were oppressed then. Now, when Russia is invading, the leaders of the Ukraine want to have the people’s support and the support of the world. My question is, when this is over, who is going to foot the bill for rebuilding the country and feeding them for the next few years. It’s planting season now. What happens when no crops get planted this spring?  One thing for sure, no crops get harvested this fall. With Russia being the #1 customer for Ukraine exports, who’s gonna be there customer now?  No jobs, infrastructure devastated, and no food. So, who will own Ukraine when it’s done. I don’t want to invest in a country that is so fickle. Do you?",1,0
"""Largest war in Europe since WWII...."" I keep hearing this phrase. Let's not forget the wars in the former Yugoslavia 1991-2001 and the Bosnian genocide, c. 1995. While I condemn Russia for its horrible war of aggression, the media's double standards around this conflict are so blatant; treating European wars as more special than wars in the Middle East; treating European refugees as more special because they are white. I fear the rhetoric of ""not since WWII"" and ""Putler..."" is leading us to a increasingly dangerous place where accidental nuclear escalation becomes more plausible. The moral clarity of good vs. evil is intoxicating and potentially ruinous.",49,0
This really told us nothing,0,0
Putin has a stranglehold on the west thanks to the Green party 's alliance with Angela Merkel. and stopping Nuclear powered energy. and making Germany so reliant on Russian Gas . Putin could close he West down with a push of a button.,2,0
"Ummm few missing critical details. Those regions have recently been discovered to
be rich in natural gas and oil. Also, the Crimean peninsula is essential to protecting Russian access to maritime trading. This could have been avoided if nato and Ukraine had handled it differently",36,0
"My buddy lives in Russia and basically told me this.

""How would you feel if you had enemy missiles outside your front door? We dont want NATO here. 
I personally think we have the wrong administration in office right now handling this and it could have been handled better on friendlier terms instead of the war hawks being in office.",4,0
"I have been an American since 1989. I was born in Romania, right on the black sea. I really don't know how to feel about this war. Should I be pro Ukraine? Pro Russia? War is terrible, death, destruction, but does Russia have a point? If you go back in history, yeah, Russia has a claim on many territories. Can they take them back through war? It seems like they can. Who will be against them? Will you take up arms?",1,0
Putin got botox?,1,0
"Rasputin: Ukraine was part of Russia
Genghis Khan: but hey Russia was part of Mongolian Empire
Julius Caesar: so I’ll take over the whole northern Europe!",0,0
Putin is demon in disguise!!! Destroyed socialist communism!!!!,1,0
"Thanks gain, well done and well explained!",1,0
Putin has been preparing for years,1,0
America are using everybody including Europe and Nato to get involve in its COLD WAR against Russia. Thats the truth and key for all this mess.,0,0
"all world wars have started in Europe by white people, chill out white people",0,0
Every person I know in America despises and hates that m***********,1,0
Bad people make bad things. Brave Ukraine 💪💪💪💪,0,0
"I think the main question that doesn’t get answered is why putin wants ukraine, is it gas?",0,0
no mention of the 2 trillion oils under ukraine,0,0
"this is 100% nato versión of events. watch Oliver Stone's ""ukraine under fire"" to learn the other side of the story.",0,0
I got a ball shaving add,0,0
"Ukraine WAS created by Russia but hey, if they fall to NATO then yes that is a huge threat to Russia and Russia has taken action against them, I don't see how this is just one ""they decided to invade"" slapped onto the problem by the West.",0,0
What are you trying to do with a country after you flatten it with bombs? Aren’t we getting a little too old for political wars? Get a life lol,0,0
"In the end of the day, UK and USA are behind it all…  war monger nations",0,0
One sided story,0,0
"The 14000 people that was Killed in 2013 was KILLED by Who? 
Careful picking a side. Seems Everyone is Lying 🤔",0,0
"Putin and Lavrov WON'T use nuclear weapons because they know why will get one back. Major cites and population is in the west of Russia and they cannot afford to have a nuke hit that area. They are scared to death of that happening and are totally bluffing when they talk nuclear. 
STOP ALL RUSSIAN OIL for this country NOW, use SWIFT to bankrupt Russia, 100% sanctions, FULL 100%",1,0
Missing so much. Missing the OG resources within Ukraine and water for Crimea. Very complicated issue,0,0
"This is no invasion, Midan was invasion, this is liberation from Midan regime.",0,0
Why Vox missed to mention that 2014 coup was done with the help of far right extremists   (Azov Batalion)? And after winning the Maidan fights (obviously funded by the west) many of them got high placements within parlament offices.,1,0
It's all about the oil and gas pipelines.,1,0
Stop.,0,0
I hope Russia wins,0,0
Moldova is also there guys,0,0
Democrats and NATO are Trying to Start WW3,1,0
"You Failed to Mention;
Criminal Ukrainian government bombed Donbass areas
And killed Ukrainian people in Donbass areas",1,0
NATO is the Agressors by including Non-Atlantic countries and building military bases near Russian border,1,0
Keep America Out of Ukraine,1,0
Russia is stopping the US Biological weapons labs in Ukraine,1,0
NATO (EU) are Trying to Start WW3 by including Non-Atlantic countries and building military bases near Russian border,0,0
"Ukrainian government is Criminal and has ties with Criminal Democrats like Biden , Romney, Pelosi and Kerry.
Major Money Laundering in Ukraine",0,0
Russia is stopping the Criminal Ukrainian government that has ties with Drug and Money Laundering gangs,0,0
"Russia was asked to help defend DonBass regions by DonBass leaders
Criminal Ukraine government is bombing Ukrainian people",1,0
"I usually love Vox videos, but I think this one missed out on some things (really close to the western media in general). You forgot to mention that when the USSR came to an end, a deal was signed, where NATO couldn't expand any further to the east, so that Russia and the west were not directly linked. Also, the US positioned several nuclear bases on countries near Russia recently, claiming their concerns were aimed towards Iran (which doesn't make sense). So, though no one should disrespect a country's sovereignty, NATO also played a huge role in developing Russia's sense of defense. For me, it was a enormous failure in modern diplomacy and the west couldn't have handled it any worst than they did... and no one is helding any western leaders responsible",209,0
Russia doesn't want the new world order. It's simple.  That's my thoughts,1,0
What would happen if NATO says yes Ukraine is now NATO? Will this be WW3?,0,0
"is this coming for speculations of fact or your information came directly from putin, did you speak with him?",0,0
"great straightforward beginner-friendly video, best i've seen on the internet. would love to see more of these.",9,0
"Can you please make a video about all countries that NATO has invaded? How many people got killed, fled, and in what state are those countries now?",16,0
see you in the trenches,0,0
putin can go do one,1,0
"I don't care about those borders. Mr president Putin you have to stop in name of humanity you became like Joseph Stalin. Stop this war, please!",0,0
How can you explain this to anyone it’s murder,0,0
Russian people do something your leader is murdering your soldiers sick children,0,0
What really????,0,0
"Blame NATO expansion eastwards, directly threatening Russia.
 What's so terrible about a neutral Ukraine?:",0,0
"But I totally understand Putin,only negative is innocent people are affected which is sad",0,0
"“Of course Russia interfered with the Clinton campaign” love how that was thrown in… and wow this story didn’t age well, Trump era was the only years Putin did not invade another country…",1,0
"Putin has never said ""Ukraine belongs to Russia"", don`t mislead your viewers.",7,0
Lets be honest no matter how much material we will send and slow russians economy ukraine cant keep up with the whole russian army,1,0
"Do you remember what Josef Stalin said ? He said if you remove the man , you remove the problem .",0,0
Now let’s talk about XRP replacing swift and the world adopting blockchain technology,0,0
😓,0,0
"not the best explanation, but these days people can say whatever they want",0,0
This is such an one sided video. There’s lot more into this.,1,0
"Lost trust in VOX after seeing this video, clearly west is the troublemaker. VOX doesn't show the details of Nato and Warsaw pact and how west broke the agreement. West knows the consequences by making an attempt to take Ukraine in NATO. Now they are watching from their homes the people sufferings. Imagine if Russia made a military base in Mexico, what will be the us response?? This war is so much predictable and no foreign army will step it's foot in Ukraine",1,0
URRAAA... GO RUSIA GO RUSIA...,0,0
"USA and NATO are as much responsible for this war as Russia. They kept provoking and instigating Russia, despite Putin been very clear since past 8 years, that he will not accept NATO expansionist policies on its borders. 

US is real winner in this geo politics game, it instigated foolish Ukrainians in their day dreams to become NATO members, and indirectly left no choice for Putin and forced Russia into this conflict. US has now galvanized whole West to sanction Russia. This is what US wanted since end of cold war, to somehow take revenge from Russia and to humiliate Russians. Without getting engaged, and without firing a single bullet, US has played the politics game to its advantage. The scapegoat in US and Russian war of superiority has been the foolish Ukrainians. 

US is equally responsible fir this situation, What harm Russia was doing to US that it had to keep poking Russians, by wanting to bring nuclear weapons on Ukrainian and Russian borders.

Unfortunately poor Ukrainians and humanity are the victims in this greed of military superiority. This war will end the moment US stops NATO expansion, which is nothing short of military gang which was created against erstwhile Soviet Union. The reality is no one wants to end this war, including Biden.",2,0
"WHY THIS STARTED,,, LIKE,, FIVE, SEVEN YEARS AGO,,, WHAT CAUSED THIS WAROUTBREAK, NOW...WHERE WAS THOSE PROBLEMS UNDER PRESIDENT KUTJMA TIME? WHAT HAPPENED TO PRESIDENT KUTJMA,,,, HMMM",0,0
STOP Why are you attacking these people,2,0
Watch the Ukrainian investigative documentary OFFSHORE 95: Secrets of the President Zelenskyy on YouTube,0,0
nato and Warsaw pact should have been dissolved as agreed...nato decided to expand instead. do you see the consequence of that now?,0,0
What about Saudi Arabia's aggression on Jemen?,0,0
I'm praying for Russia! Take back what's yours Russia,0,0
"what about the Bandera genocide against non ukrainians and what about the decision to forbid speaking russian, even tho there are areas with literally 99% russians inside. The Crimean voted to be russian a long time ago, why is ist not reconized. Russians in Ukraine are getting oppressed for a long time now. No wonder Putin snapped",0,0
"How do we deal with this cancer called Putin?
The West: Shh, he has nuclear weapon, and we are not talking about the poor Mali or Irak or Libya or Afghanistan or those bearded men called ISIS, do you want our loss or what!  And Russia is not a muslim country. furthermore, we like our calefaction, silly.",2,0
🙌😊,0,0
One of the most dishonest channels that puts out more videos on safe spaces over videos on international politics has the nerve to explain the war. Can't imagine this video is accurate.,0,0
"It isn't one of the largest wars in Europe since WW2, it IS the largest war since WW2 in the world and the closest we are to WW3 since then. The comparison to the invasion of Poland by Hitler is scarily similar. I pray for all of Ukraine and hope this horrible war can end ""peacefully"" but I'm afraid this is just the beginning to something much more terrible.",7,0
"Brainwas !!! sending wapens to Ukraine you are killing those people, motivating the war. No meter nationality you are killing those guys who don’t have a choice, they falling the orders.🌏🕊❤️🙏",0,0
"In my humble opinion, the way to understand what’s happening now is the same as understand Cuba Missile Crisis. NATO expansion to the east just like the Soviet Union’s missile plant in Cuba, if someone put a time bomb in front of your door, and the negotiation doesn’t work, how would you react?",22,0
"The best strategy to use in trading stock is to trade with a professional who understands the market quite well, that way maximum profit is guaranteed. Because i have learnt along the way of my investment that research and analysis are important, note that experience is more needed than luck when it comes to the stock market.",2,0
USA probably is responsible again just like Every war like always,0,0
"I am sorry if Im missing something, but on 7:39 Vox says that NATO's response force has been activated for the first time in history. Are we forgeting 99' and bombing of Yugoslavia?",1,0
let’s goooooo Russia go brrrrrrrrr 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺,0,0
Putin acts with impunity he has no limits    The World must respond,0,0
"Lies!   He's not attacking all the cities!
It's our Cabal who is responsible for the Ukraine crisis!  And Putn is trying to stop Canals drug and virus control!
Ukraine was STOLEN from Russia.",0,0
You can bet the Chinese government is gauging the global response to the Ukrainian crisis in order to determine its own move towards Taiwan.,2,0
Russia go 🇷🇺🇷🇺,0,0
"Love how the world will just watch an invasion happen even in this time, just terrible how helpless everyone is to those with a lot of money, they think they own whatever they want 🙄",2,0
ukraine president is dxmb and dumber !,0,0
"Im quite a newbie about this. What Im wonderin the most, why is Putin so afraid if NATO expands? Because from what I know NATO is for defense and not offense, and I haven't seen NATO invading or launching an offense in the past. Can someone explain please?",2,0
"That's a fraction of what's been happening in Palestine, Iraq, Afghanistan, Syria... 
I stand for Russia
In hope for the fall of Uncle Sam and Israel soon and the hypocrisy that's eating up the world right now
We are on the verge of the greatest awakening in history",0,0
Wat about Palestine 🇵🇸,0,0
"Wrong, wrong wrong. I am not surprised. ""Ukraine is a nation with its own language"". One-third of the country is ethnic Russian. There is no mention in this video as to the why of the civil war: Anti-Russian racism, including the removal of Russian as an official language, the prohibiting of Russian as a language in schools and government, the renaming of Russian cities -- cities that were Russian at their founding, three hundred years ago -- with Ukrainian names, and so on. Do not misunderstand me: I am fully aware of the sorry history of Russian oppression of the Ukrainian people and their language. But the evil is on both sides.",1,0
Maybe the next video should include all of the facts and not just what you want to put in there to fit your narrative,0,0
Why west can not sit ideal just for the sake of Peace? they have used Ukraine shoulder to fire on Russia? WEST does all this for their own interest why don't they understand. Do Not Join Nato be neutral,0,0
"These are not sanctions, this is a special financial operation",3,0
They could of just back off Nato… Russia must have felt surrounded … works in both ways,0,0
This is comunism shadow,0,0
Vox is a neoliberal news organisation.,0,0
"It's pretty obvious what Putin is trying to do. He is making a philosophers stone for himself, to create gold and destabilize the world currency.",0,0
"Give Putin what he want. A neutral Ukraine government. Than there will be peace. Europe pushed to far against the rules. This is the result nobody is waiting for... Navo can not  put rockets in the back yard of Russia. Like rocket ""shields"" what Europe and Navo did. That is also a act of aggression. And not give peace in the region. What the world did to Afghanistan, Iraq and Syria is barbaric! And they got away with it...",0,0
"You know it's not cool this dude is jumping off the deep end. Psychotic behavior, and taking the rest of the world with him, it's not cool. 😰🤢😷😲🎪🙊🎥🤔🤗😭🤕",0,0
"Save the world from nato and America, I don’t support Russia only because innocent people are dying in the war, but I support Russia because they are trying to save them self from being Iraq, palastene, Syria, ugoslovia and many more. Russians are taking precautions.",0,0
"Save the world from nato and America, I don’t support Russia only because innocent people are dying in the war, but I support Russia because they are trying to save them self from being Iraq, palastene, Syria, ugoslovia and many more. Russians are taking precautions.",0,0
Adolf putler keeps thinking Russian people are kneeling for his dictator,3,0
"Very wrong story, and nothing about broken promises by nato",0,0
"fakenews again,, they dont show the nazism has grown inside ukraine",0,0
You mess with Putin - you gonna regret,0,0
"и объявили их независимыми от Украины.
05:01
С тех пор Украина находится в состоянии конфликта с Россией, в результате которого погибло 14 000 человек.
05:07
и переселили почти 2 миллиона человек.
05:10
Почти восемь лет Путин удерживал эти регионы
05:14
дестабилизируя Украину и удерживая ее от сближения с Западом.
05:18
Но в ноябре 2021 года Путин решил пойти ва-банк.
05:23
Спутниковые снимки показали не менее 100 000 российских военнослужащих и военной техники.
05:27
накапливается вдоль границы с Украиной.
05:30
Путин неоднократно отрицал какие-либо планы вторжения.
05:33
Но через несколько недель он представил свои требования Западу.
05:37
Его главным требованием было прекращение расширения НАТО.
05:39
и вернуть свои военные границы туда, где они были в 1997 году
05:43
подальше от России.
05:45
Западные лидеры отвергли его требования.
05:47
Вместо этого они привели войска в состояние готовности и усилили свое военное присутствие в Восточной Европе.
05:53
Вернувшись к границе с Украиной, российские войска продолжали собираться.
05:57
А вот здесь, вдоль границы с Белоруссией, Россия начала масштабные военные учения.
06:03
21 февраля угроза войны стала реальной.
06:20
Его войска немедленно пересекли украинскую границу и вошли в поддерживаемые Россией сепаратистские регионы.
06:24
под предлогом миротворчества.
06:26
Украина объявила чрезвычайное положение
06:28
и президент Зеленский выступил с прямым обращением к российскому народу.
06:57
Через несколько часов, 24 февраля.
06:59
Путин начал полномасштабное вторжение в Украину.
07:05
Мировые лидеры высказались против вторжения России.
07:08
«Мы осуждаем это варварское нападение и циничные аргументы в его оправдание».
07:13
«Это отвратительное и варварское предприятие Владимира Путина должно закончиться провалом».
07:19
«Путин выбрал эту войну
07:22
и теперь он и его страна будут нести последствия».
07:25
По всему миру вспыхнули антивоенные протесты.
07:28
В том числе и в России, несмотря на риск ареста.
07:31
Соседние страны открыли свои границы
07:33
когда сотни тысяч украинцев пытаются бежать.
07:36
Силы реагирования НАТО были задействованы впервые в истории.
07:40
А США направили дополнительные войска в Восточную Европу.
07:43
Но во многих отношениях мир действует осторожно.
07:47
Путин контролирует крупнейший в мире арсенал ядерного оружия
07:51
и уже угрожал всем, кто может вмешаться.
08:08
Поэтому страны всего мира вводят одни из самых жестких экономических санкций.
08:12
затормозить Путина.
08:14
И отправка тонн военной помощи для поддержки Украины.",0,0
"Для русскоязычных кто не знает англиский: 
Путин назвал это «специальной военной операцией».
00:13
Но ясно, что это полномасштабное вторжение.
00:22
«Мы как будто в подвале».
00:23
«Я не уверен, достаточно ли он глубок, чтобы помочь нам выжить».
00:27
Российские войска и танки вошли в Украину по всем фронтам.
00:31
Все эти города под ударом, в том числе столица Киев
00:35
которая стала главной мишенью Путина.
00:37
Многие прячутся в подвалах и на станциях метро по всей Украине.
00:41
Сотни жертв и более полумиллиона украинцев
00:45
были вынуждены покинуть свои дома.
00:47
Это одна из крупнейших войн в Европе со времен Второй мировой войны.
00:51
С тех пор карта Европы была сформирована политическими альянсами.
00:55
Но теперь Путин хочет силой перекроить карту Европы.
01:12
Путин давно заявлял, что Украина принадлежит России, и они — один народ.
01:17
«Мы не просто близкие соседи, мы одна нация».
01:21
Но Украина — суверенная нация со своим языком, культурой и политической системой.
01:26
И хотя две страны имеют общую историю
01:28
Украина упорно боролась за свою идентичность.
01:32
Украина входила в состав Российской империи в 18-19 веках.
01:36
В 1917 году русская революция разрушила империю.
01:40
и регион погрузился в гражданскую войну.
01:43
Украина ненадолго обрела независимость от России
01:46
но был быстро захвачен вновь созданным Советским Союзом
01:49
как одна из его первых республик.
01:52
В течение следующего десятилетия Советский Союз жестоко расширил свой контроль.
01:56
И к концу Второй Мировой войны здесь образовалась сфера влияния.
02:00
Пока запад держал здесь свое влияние.
02:03
Фактически разделяющий Европу и знаменующий собой начало холодной войны.
02:08
Советский Союз поставил на свою сторону коммунистические правительства.
02:11
которые им было легко контролировать.
02:13
Но Запад превратился в демократии с капиталистической экономикой.
02:18
Глубокий идеологический раскол подпитывал недоверие и напряженность между двумя сторонами.
02:23
И вскоре эти сферы превратились в военные союзы.
02:28
В 1949 году эти страны вместе с США и Канадой
02:32
сформировал Организацию Североатлантического договора, или НАТО
02:35
и пообещали защищать друг друга от вторжения.
02:38
Несколько лет спустя эти страны присоединились к возглавляемому Советским Союзом альянсу Варшавского договора.
02:43
И каждая сторона создавала свои вооруженные силы, чтобы защитить себя от другой.
02:47
Европа оставалась такой на протяжении десятилетий, пока одна сторона окончательно не рухнула.
02:56
К концу 1991 года такие республики, как Украина, начали заявлять о своей независимости от советского господства.
03:02
Советский Союз распался на 15 независимых стран, включая гораздо более слабую Россию.
03:08
И советская сфера влияния исчезла
03:11
как многие страны свергли свои коммунистические правительства.
03:14
Несмотря на то, что холодная война закончилась
03:16
союз на другом конце Европы все еще был крепок.
03:19
На самом деле он расширялся.
03:21
В 1999 году к НАТО присоединились Польша, Венгрия и Чехия.
03:26
В 2004 году к ним присоединились еще семь стран.
03:29
Это переместило НАТО в старую советскую сферу влияния.
03:33
Сделать границу НАТО с Россией самой длинной за всю историю.
03:37
Беларусь, Украина и Грузия остались последними постсоветскими странами.
03:41
между Россией и НАТО.
03:43
Но и Украина, и Грузия давно хотели вступить в НАТО.
03:47
И это сделало их главной мишенью для России.
03:51
Украина стала партнером НАТО в 1994 году.
03:54
что приблизило их на шаг к членству.
04:03
А в 2013 году собирались подписать соглашение об ассоциации с Евросоюзом.
04:08
Но когда пришло время подписать сделку
04:10
Пророссийское правительство Украины отказалось.
04:13
Вместо этого они решили укрепить связи с Россией.
04:16
После оглашения решения на улицы вышли сотни тысяч протестующих.
04:21
требовать подписания договора.
04:30
После нескольких месяцев мирных протестов украинский президент принял жесткие меры
04:34
и убил более 100 человек.
04:36
Это вызвало новые протесты, которые в конечном итоге вытеснили президента с поста и страну.
04:42
Это означало, что Путин потеряет политическое влияние на Украину.
04:47
Поэтому вместо этого он решил применить силу.
04:50
Во-первых, он вторгся и аннексировал Крымский полуостров Украины.
Во-первых, он вторгся и аннексировал Крымский полуостров Украины.
04:54
Затем пророссийские сепаратисты захватили Донецкую и Луганскую области.
04:59",26,0
NATO it's all you're fault ....and also putin,0,0
Za pobedu,0,0
The names of the companies that are now trading in oil with Russia must be made public,0,0
Nice propoganda...,0,0
people always laugh when i say there are actual Demons walking on earth.,0,0
Excellent overview.,0,0
"Yugoslavia, Austria and Switzerland:
We're just gonna chill in the middle",0,0
world war 3 offically started....,0,0
благослови господь президента путина,0,0
благослови господь президента путина,0,0
"Ukrainians, as a European I just want to say that the free democratic world is on your side. The European Union is on your side. the USA are on your side. We can't intervene right now, because we want to avoid a world war (and a nuclear war), but one day soon, the dictator(s) who remain in the world will pay. They will pay BIG TIME...",2,0
"Ukraine should stay neutral of military alliance with NATO and USA.Up on signing  the treaty of neutrality,  Russia should stop the war.",0,0
It’s not a war.,0,0
"Imagine that China will create a military alliance with Mexico, placing its military bases and missiles there. US reaction? War is terrible, but there are steps that will inevitably lead to it.",0,0
Stop Buying Russian Oil. This conflict is because of the Globalists. Take down the globalists and we may have something. Lindsay Graham should have asked to the assasination of Klause Schwab. He is the reason this is a war. Down with Dictator Klause and bring in Santa Clause!,0,0
"turns out full scale invasions are special military operations, he can call it whatever he wants he’s not lying lol",0,0
